Start Date (Time Zone: America / Denver),End Date (Time Zone: America / Denver),IP Address,Duration (in seconds),Response ID,RandNum_ID,Location Latitude,Location Longitude,Gender,Age,Education,Work Experience,Race,Race_Other_Text,Kevin_Kelly,What is the salary increase that [] asked for?,How did [] start the conversation?,What was Sean's reasoning for denying []'s request?,"On a scale of 1-10, how aggressive do you feel [] was being in that meeting?","On a scale of 1-10, how aggressive do you feel Sean was being in that meeting?",Did you feel that []'s actions were driven more by internal factors or by external factors?,Did you feel that Sean's actions were driven more by internal factors or by external factors?,Timing - Page Submit
4/3/21 7:32,4/3/21 7:35,63.75.255.219,166,R_eVEy5qVm7Xn0Hkt,2862295,39.61019897,-75.67469788,Male,18-29 years old,Master's degree,3-5 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Strict company policy on timing of salary increases,8,7,Internal factors,Internal factors,135.014
4/3/21 7:34,4/3/21 7:39,72.179.176.18,286,R_3dExfrOpuJKR5DS,8494998,29.52200317,-98.59739685,Female,30-44 years old,Doctoral degree,16-20 years,Asian,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,240.407
4/3/21 7:44,4/3/21 7:45,67.253.67.244,113,R_3fYK1okLEjKOFrh,6433294,43.81719971,-71.06279755,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,8,External factors,Internal factors,87.519
4/3/21 7:57,4/3/21 8:04,73.80.63.8,463,R_2xCUMqNOK88yb8L,4043969,40.03050232,-74.95279694,Male,45-59 years old,Master's degree,21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,7,Internal factors,External factors,102.997
4/3/21 8:09,4/3/21 8:12,108.67.33.42,140,R_26hZAvoSM2kH2XE,2010766,34.83079529,-82.35070038,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,Internal factors,Internal factors,117.909
4/3/21 8:18,4/3/21 8:22,50.231.89.129,214,R_1ifltS9X1rAXTNZ,4266612,33.89830017,-84.58930206,Female,45-59 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kelly,15%,Got straight to [his/her] request,Does not have the budget for salary increases,7,8,Internal factors,Internal factors,173.466
4/3/21 8:30,4/3/21 8:32,76.25.0.37,106,R_1gSibPiR9gEzyZo,7875968,39.48950195,-104.8447037,Female,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,0,External factors,Internal factors,88.91
4/3/21 8:31,4/3/21 8:34,71.241.203.189,229,R_us4nUVQComB95p7,9203460,44.65519714,-68.88619995,Male,60+ years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,External factors,Internal factors,166.031
4/3/21 8:35,4/3/21 8:37,76.88.103.4,149,R_2dL4PdXVP7hVO11,4088083,32.82460022,-117.1970978,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,2,Internal factors,External factors,47.597
4/3/21 8:35,4/3/21 8:38,173.171.196.113,175,R_2BmpT3jnTACVVDh,4610626,28.11309814,-81.62409973,Female,60+ years old,Associate degree in college (2-year),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,9,Internal factors,Internal factors,147.786
4/3/21 8:35,4/3/21 8:39,72.78.76.5,270,R_3LcBwVakmXcW8mP,4932191,40.26730347,-74.94869995,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,1,Internal factors,External factors,172.708
4/3/21 8:39,4/3/21 8:43,108.31.43.37,264,R_sIucDfy2Qif25QB,7012244,38.67590332,-77.31569672,Male,45-59 years old,Bachelor's degree in college (4-year),21+ years,Other,"Race is a social construct. A racist would force me to respond by identifying myself as ""white"".",Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,3,Internal factors,Internal factors,135.217
4/3/21 8:55,4/3/21 8:58,68.10.147.231,183,R_dgswUw1iEwnh8qt,4508394,36.88479614,-76.14720154,Female,45-59 years old,"Professional degree (JD, MD)",11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,Internal factors,External factors,161.955
4/3/21 9:05,4/3/21 9:10,216.251.194.91,276,R_1Nb5BfrOGw2mNQV,1714473,35.01679993,-78.32230377,Female,60+ years old,Associate degree in college (2-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,4,Internal factors,Internal factors,239.35
4/3/21 9:53,4/3/21 9:55,71.8.157.23,112,R_30uEPuYsAAyFYLK,5437489,43.12049866,-89.35230255,Female,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,External factors,87.189
4/3/21 10:11,4/3/21 10:15,50.231.89.195,203,R_3GoEloSzQbX03ik,3464843,33.89830017,-84.58930206,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,5,6,Internal factors,Internal factors,162.896
4/3/21 10:42,4/3/21 10:44,76.206.14.67,149,R_2zGWOxCWf1P3O9h,8468894,34.15310669,-118.4295959,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,10,Internal factors,External factors,119.332
4/3/21 10:49,4/3/21 10:52,50.231.89.131,168,R_5cdklljF940SUkF,6342834,33.89830017,-84.58930206,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,6,Internal factors,External factors,39.053
4/3/21 10:54,4/3/21 10:58,73.0.128.212,207,R_3iQjZj6BeRZX68d,8784199,27.23660278,-80.22709656,Female,45-59 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recognized the entire team for their support,Does not have the budget for salary increases,1,4,Internal factors,External factors,157.438
4/3/21 11:07,4/3/21 11:10,76.107.22.101,141,R_ezFEYVGRiCDITOF,2591203,35.1566925,-89.92739868,Male,60+ years old,Associate degree in college (2-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,External factors,Internal factors,115.443
4/3/21 11:37,4/3/21 11:40,76.106.229.169,155,R_3EKevcq8xIQr2TZ,5031046,30.13200378,-81.77259827,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,5,Internal factors,External factors,117.423
4/3/21 11:55,4/3/21 12:00,65.7.13.218,288,R_1GWwAavzZ5zyfmx,8402675,34.21470642,-88.98829651,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,External factors,External factors,248.793
4/3/21 11:57,4/3/21 12:02,172.58.56.48,338,R_2txxc5jw9iWWsf7,8454181,35.03729248,-106.6712036,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,287.758
4/3/21 12:11,4/3/21 12:15,72.227.97.46,229,R_x3DLRCo2LQ6RNYJ,3625446,43.79730225,-70.41609955,Female,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,7,Internal factors,External factors,205.807
4/3/21 13:06,4/3/21 13:09,68.101.151.44,151,R_us4w81ITUOffvdn,6957277,32.97279358,-117.0379028,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,3,External factors,Internal factors,129.044
4/3/21 13:21,4/3/21 13:25,47.12.34.240,190,R_3NJ21r9onOCMbY6,8529173,46.6257019,-94.2684021,Male,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,9,External factors,Internal factors,157.761
4/3/21 13:23,4/3/21 13:28,8.9.83.226,305,R_Z4SvDyOeC9xkphv,9299328,43.22070313,-77.59919739,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,4,Internal factors,Internal factors,202.837
4/3/21 13:39,4/3/21 13:40,24.209.62.215,51,R_1gNDgypGeBbQeBd,9575070,41.41279602,-81.56069946,Female,30-44 years old,Associate degree in college (2-year),3-5 years,Other,,Kelly,15%,Got straight to [his/her] request,Does not have the budget for salary increases,5,7,Internal factors,External factors,25.75
4/3/21 13:53,4/3/21 14:02,148.74.251.44,518,R_3jTBaQu5Vq2nAU2,5496544,40.94760132,-73.86239624,Prefer not to say,Prefer not to say,Associate degree in college (2-year),6-10 years,Asian,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,Internal factors,434.832
4/3/21 14:11,4/3/21 14:13,108.91.70.123,114,R_42Zx9DOEOjbxqlH,8924118,37.35119629,-121.8845978,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,Internal factors,External factors,66.348
4/3/21 14:40,4/3/21 14:42,73.161.130.220,109,R_2PClckBpmrXFqnw,3223761,42.37690735,-82.91519928,Male,45-59 years old,Master's degree,21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,8,External factors,Internal factors,87.6
4/3/21 14:41,4/3/21 14:45,107.216.225.130,233,R_1cS68VD2IhtK6KG,6067930,38.49569702,-121.5348053,Male,45-59 years old,Master's degree,21+ years,Asian,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,External factors,205.676
4/3/21 15:44,4/3/21 15:51,66.169.115.100,431,R_2CfbVFIKaKRe33M,6901416,32.65370178,-97.37419891,Female,60+ years old,Bachelor's degree in college (4-year),16-20 years,Asian,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,10,External factors,Internal factors,401.919
4/3/21 15:55,4/3/21 15:59,184.187.250.77,243,R_UXUlKUTI58yLfyh,4261755,36.02839661,-95.93060303,Male,60+ years old,Associate degree in college (2-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,External factors,Internal factors,204.862
4/3/21 16:01,4/3/21 16:05,108.11.10.117,251,R_1FP5LjgkyyED67z,8553253,39.13780212,-74.7806015,Male,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,External factors,219.082
4/3/21 16:20,4/3/21 16:22,107.131.99.64,84,R_1ODpmBcmEjplQTu,7004097,32.85450745,-97.1359024,Female,18-29 years old,Associate degree in college (2-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,7,Internal factors,Internal factors,62.734
4/3/21 16:19,4/3/21 16:23,174.62.21.95,218,R_1lnuTDZ2jzOIDir,4699296,35.13690186,-106.5198975,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,External factors,188.138
4/3/21 16:53,4/3/21 16:54,45.24.80.136,84,R_3qfIfkvdPlnHMGQ,6769116,41.72650146,-87.55930328,Male,18-29 years old,Bachelor's degree in college (4-year),3-5 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,4,External factors,Internal factors,40.356
4/3/21 17:01,4/3/21 17:06,69.202.162.36,292,R_2YCTUsqdNNYd6zJ,7952023,40.68049622,-73.84420013,Male,18-29 years old,Associate degree in college (2-year),11-15 years,"American Indian or Alaska Native,Native Hawaiian or Pacific Islander",,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,5,Internal factors,Internal factors,258.754
4/3/21 17:38,4/3/21 17:41,146.168.13.215,179,R_2zr6zQKtsdtAjMX,7500089,43.46029663,-71.57740021,Female,60+ years old,Master's degree,21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,3,External factors,External factors,157.845
4/3/21 18:05,4/3/21 18:10,73.25.187.111,270,R_9uADfrvTisrFZYd,2438305,45.45010376,-122.8679962,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,Asian,,Kelly,15%,Got straight to [his/her] request,Does not have the budget for salary increases,7,5,External factors,Internal factors,149.658
4/3/21 18:20,4/3/21 18:23,67.48.135.126,144,R_2PkaWMebcFKUA0i,9875849,26.28230286,-98.18250275,Female,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,4,Internal factors,External factors,60.265
4/3/21 18:29,4/3/21 18:33,72.76.22.15,213,R_2D1fdWFz2J0kKDE,4371941,40.55110168,-74.46060181,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,4,External factors,Internal factors,185.476
4/3/21 18:44,4/3/21 18:48,98.254.77.190,235,R_1FkXHrSyfRLKVBI,1225118,25.99719238,-80.32589722,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,8,Internal factors,Internal factors,209.035
4/3/21 18:47,4/3/21 18:50,174.103.89.220,187,R_1P0mLa2KDnrKFjD,9816125,38.42179871,-82.71730042,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,7,Internal factors,External factors,150.98
4/3/21 20:52,4/3/21 20:58,66.41.96.184,385,R_1DuvOmIYJOmPZKW,1450401,45.19320679,-93.30220032,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,3,Internal factors,Internal factors,339.394
4/3/21 21:00,4/3/21 21:02,75.148.75.101,98,R_3ReX1fdVfs4754c,7077172,30.2183075,-81.56210327,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,External factors,Internal factors,66.967
